Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25
WW025,9/26/2020,10:00:00,Grab,Water,4.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
WW025,10/3/2020,11:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.6,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/3/2020,11:15:00,Composite,Water,,Secchi Depth - 00069,0.74,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/3/2020,11:15:00,Grab,Water,0.1,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/3/2020,11:15:00,Grab,Water,1.0,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/3/2020,11:15:00,Grab,Water,4.0,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/11/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",71.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/11/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.65,m,,0.1,m,0.1,m,,,,,,,"Very strong winds and gusts yesterday, 20-40 mph.",Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/11/2020,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,"Very strong winds and gusts yesterday, 20-40 mph.",Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/11/2020,10:30:00,Grab,Water,4.0,Dissolved Oxygen - 00300,5.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,"Very strong winds and gusts yesterday, 20-40 mph.",Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/11/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,0.78,m,,0.1,m,0.1,m,,,,,,,"Very strong winds and gusts yesterday, 20-40 mph.",Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/11/2020,10:30:00,Grab,Water,0.1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Very strong winds and gusts yesterday, 20-40 mph.",Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/11/2020,10:30:00,Grab,Water,1.0,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Very strong winds and gusts yesterday, 20-40 mph.",Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/11/2020,10:30:00,Grab,Water,4.0,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Very strong winds and gusts yesterday, 20-40 mph.",Mashapaug Pond,Pawtuxet River,PA,"Barbara Morin, Laura Maxwell",
WW025,10/16/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.9,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert,
WW025,10/16/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,0.84,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert,
WW025,10/16/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert,
WW025,10/16/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert,
WW025,10/16/2020,10:00:00,Grab,Water,4.0,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert,
WW025,10/19/2020,9:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.9,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,10/19/2020,9:00:00,Composite,Water,,Secchi Depth - 00069,0.84,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,10/19/2020,9:00:00,Grab,Water,0.1,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,10/19/2020,9:00:00,Grab,Water,1.0,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,10/19/2020,9:00:00,Grab,Water,4.0,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,Alkalinity - 00410,24.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,Chloride - 00940,98.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,Chloride - 00940,98.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",67.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.75,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,10.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,Dissolved Oxygen - 00300,6.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,0.5,Enterococci - 31639,24.1,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Replicate,Water,0.5,Enterococci - 31639,14.4,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.017,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,"Nitrate + Nitrite, Dissolved - 00631",0.013,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.01,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.925,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,"Nitrogen, Total (unfiltered) - 00600",0.844,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,pH - 00400,8.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,pH - 00400,8.2,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",4.0,ug/l,,2.5,ug/l,2.5,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,2.5,ug/l,2.5,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",31.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,"Phosphorus, Total - 00665",32.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,1.0,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,1.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,10/23/2020,11:00:00,Grab,Water,4.0,Temperature - 00011,15.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,Alkalinity - 00410,24.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,Chloride - 00940,122.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.13,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.023,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.679,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,pH - 00400,7.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,"Phosphorus, Total - 00665",17.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Composite,Water,,Secchi Depth - 00069,1.86,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,0.1,Temperature - 00011,23.7,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/9/2020,10:40:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not Tidal,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/17/2020,13:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Lisa Narkiewicz,
WW055,6/17/2020,13:30:00,Composite,Water,,Secchi Depth - 00069,2.5,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Lisa Narkiewicz,
WW055,6/17/2020,13:30:00,Grab,Water,0.1,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Lisa Narkiewicz,
WW055,6/17/2020,13:30:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Lisa Narkiewicz,
WW055,6/22/2020,14:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/22/2020,14:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/22/2020,14:30:00,Composite,Water,,Secchi Depth - 00069,2.0,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/22/2020,14:30:00,Grab,Water,0.1,Temperature - 00011,29.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/22/2020,14:30:00,Grab,Water,1.0,Temperature - 00011,29.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/28/2020,14:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/28/2020,14:00:00,Composite,Water,,Secchi Depth - 00069,1.3,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/28/2020,14:00:00,Grab,Water,0.1,Temperature - 00011,30.7,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,6/28/2020,14:00:00,Grab,Water,1.0,Temperature - 00011,27.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Gerry Narkiewicz,
WW055,7/5/2020,14:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Bill and Diane Kowal,
WW055,7/5/2020,14:30:00,Composite,Water,,Secchi Depth - 00069,0.79,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Bill and Diane Kowal,
WW055,7/5/2020,14:30:00,Grab,Water,0.1,Temperature - 00011,25.3,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Bill and Diane Kowal,
WW055,7/5/2020,14:30:00,Grab,Water,1.0,Temperature - 00011,26.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Bill and Diane Kowal,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,Alkalinity - 00410,28.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",25.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,,,,tri season collection,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,0.5,Enterococci - 31639,36.8,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Replicate,Water,0.5,Enterococci - 31639,27.5,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.564,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,pH - 00400,7.5,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,"Phosphorus, Total - 00665",16.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Composite,Water,,Secchi Depth - 00069,1.5,m,,0.1,m,0.1,m,,,,,,,tri season collection,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,0.1,Temperature - 00011,27.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,tri season collection,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/10/2020,13:15:00,Grab,Water,1.0,Temperature - 00011,28.3,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,tri season collection,Tiogue Lake,Pawtuxet River,PA,Diane Kowal and Paul McAllister,
WW055,7/18/2020,13:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.85,m,,0.1,m,0.1,m,,,,,,,Had 2 storms with hail within 48 hrs of collection.,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/18/2020,13:30:00,Composite,Water,,Secchi Depth - 00069,0.75,m,,0.1,m,0.1,m,,,,,,,Had 2 storms with hail within 48 hrs of collection.,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/18/2020,13:30:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Had 2 storms with hail within 48 hrs of collection.,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/18/2020,13:30:00,Grab,Water,1.0,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Had 2 storms with hail within 48 hrs of collection.,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/25/2020,13:45:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",21.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/25/2020,13:45:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.7,m,,0.1,m,0.1,m,,,,,,,"Hazy, hot and humid ......",Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/25/2020,13:45:00,Composite,Water,,Secchi Depth - 00069,1.1,m,,0.1,m,0.1,m,,,,,,,"Hazy, hot and humid ......",Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/25/2020,13:45:00,Grab,Water,0.1,Temperature - 00011,29.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Hazy, hot and humid ......",Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,7/25/2020,13:45:00,Grab,Water,1.0,Temperature - 00011,28.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Hazy, hot and humid ......",Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,8/1/2020,14:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.7,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,8/1/2020,14:00:00,Composite,Water,,Secchi Depth - 00069,1.49,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,8/1/2020,14:00:00,Grab,Water,0.1,Temperature - 00011,29.3,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,8/1/2020,14:00:00,Grab,Water,1.0,Temperature - 00011,29.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
WW055,8/4/2020,13:00:00,Grab,Water,1.0,Alkalinity - 00410,28.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Tiogue Lake,Pawtuxet River,PA,Diane and Bill Kowal,
